# x, y
1.849352111816406250e+02 1.680284687500000000e+05 6.547980904579162598e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.942066345214843750e+02 1.634410468750000000e+05 6.346008777618408203e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.178788452148437500e+02 1.524784531250000000e+05 6.143791079521179199e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.344015655517578125e+02 1.619499843750000000e+05 5.956294536590576172e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.479834136962890625e+02 1.552633906250000000e+05 7.031019330024719238e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.491660614013671875e+02 1.559569687500000000e+05 7.023347020149230957e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.439775695800781250e+02 1.584786250000000000e+05 7.231145501136779785e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.306917419433593750e+02 1.762717500000000000e+05 6.053735613822937012e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.048761291503906250e+02 1.703094062500000000e+05 6.208762526512145996e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.505417022705078125e+02 1.640312812500000000e+05 5.885127186775207520e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.592915649414062500e+02 1.810050781250000000e+05 5.754415392875671387e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.430372619628906250e+02 1.482273593750000000e+05 7.174448966979980469e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.576710205078125000e+02 1.681251718750000000e+05 5.858257412910461426e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.467742767333984375e+02 1.535253593750000000e+05 7.056964635848999023e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.532241668701171875e+02 1.352682500000000000e+05 6.918019652366638184e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.465025482177734375e+02 1.647733593750000000e+05 5.853329896926879883e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.439284057617187500e+02 1.698565781250000000e+05 7.156538963317871094e-01 2.500000000000000000e+01 1.520000000000000000e+02
1.823769073486328125e+02 1.551835156250000000e+05 6.592279672622680664e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.524352111816406250e+02 1.793545781250000000e+05 5.884396433830261230e-01 2.500000000000000000e+01 1.520000000000000000e+02
2.598262634277343750e+02 1.828529375000000000e+05 5.876339673995971680e-01 2.500000000000000000e+01 1.520000000000000000e+02
