# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.806263437500000000e+05 2.925418376922607422e+00 2.506411718750000000e+05 2.925418376922607422e+00 2.506411406250000000e+05
1.000000000000000000e+03 1.799160156250000000e+02 2.109421253204345703e+00 2.497351226806640625e+02 2.109421253204345703e+00 2.497351226806640625e+02
2.000000000000000000e+03 6.412706909179687500e+02 1.761312007904052734e+00 5.586220703125000000e+02 1.761312007904052734e+00 5.586220703125000000e+02
3.000000000000000000e+03 3.378631591796875000e+01 1.611443996429443359e+00 1.462697296142578125e+02 1.611443996429443359e+00 1.462697296142578125e+02
4.000000000000000000e+03 2.263892822265625000e+02 1.545867681503295898e+00 3.712596511840820312e+01 1.545867681503295898e+00 3.712596511840820312e+01
5.000000000000000000e+03 3.614312744140625000e+02 1.514430284500122070e+00 3.558282775878906250e+02 1.514430284500122070e+00 3.558282775878906250e+02
6.000000000000000000e+03 4.188468627929687500e+02 1.493424892425537109e+00 1.297341613769531250e+02 1.493424892425537109e+00 1.297341613769531250e+02
7.000000000000000000e+03 7.934089660644531250e+01 1.476659178733825684e+00 2.181129760742187500e+02 1.476659178733825684e+00 2.181130065917968750e+02
8.000000000000000000e+03 8.969149169921875000e+02 1.462325572967529297e+00 4.248796997070312500e+02 1.462325572967529297e+00 4.248796997070312500e+02
9.000000000000000000e+03 2.225982360839843750e+02 1.448405265808105469e+00 3.870172119140625000e+02 1.448405265808105469e+00 3.870171813964843750e+02
1.000000000000000000e+04 2.860451965332031250e+02 1.434419870376586914e+00 3.716811218261718750e+02 1.434419870376586914e+00 3.716810913085937500e+02
1.100000000000000000e+04 2.720403480529785156e+01 1.420360326766967773e+00 9.840547180175781250e+01 1.420360326766967773e+00 9.840547943115234375e+01
1.200000000000000000e+04 1.141130218505859375e+02 1.408408403396606445e+00 1.643939819335937500e+02 1.408408403396606445e+00 1.643939819335937500e+02
1.300000000000000000e+04 1.558926696777343750e+02 1.396692276000976562e+00 1.793520050048828125e+02 1.396692276000976562e+00 1.793520050048828125e+02
1.400000000000000000e+04 1.279691238403320312e+02 1.384668707847595215e+00 1.726899719238281250e+02 1.384668707847595215e+00 1.726899719238281250e+02
1.500000000000000000e+04 1.320876922607421875e+02 1.372066736221313477e+00 9.526816558837890625e+01 1.372066736221313477e+00 9.526816558837890625e+01
1.600000000000000000e+04 5.978672027587890625e+01 1.358295679092407227e+00 1.379530029296875000e+02 1.358295679092407227e+00 1.379530029296875000e+02
1.700000000000000000e+04 6.257966613769531250e+01 1.343759655952453613e+00 1.382999725341796875e+02 1.343759655952453613e+00 1.382999725341796875e+02
1.800000000000000000e+04 7.732073974609375000e+01 1.328987836837768555e+00 1.456987609863281250e+02 1.328987836837768555e+00 1.456987609863281250e+02
1.900000000000000000e+04 1.244320678710937500e+02 1.313830494880676270e+00 1.528841552734375000e+02 1.313830494880676270e+00 1.528841857910156250e+02
2.000000000000000000e+04 6.653987121582031250e+01 1.298846960067749023e+00 1.169856872558593750e+02 1.298846960067749023e+00 1.169856872558593750e+02
2.100000000000000000e+04 8.830338287353515625e+01 1.283520221710205078e+00 1.241206054687500000e+02 1.283520221710205078e+00 1.241205902099609375e+02
2.200000000000000000e+04 3.241098785400390625e+01 1.266665697097778320e+00 8.666099548339843750e+01 1.266665697097778320e+00 8.666099548339843750e+01
2.300000000000000000e+04 2.217775535583496094e+01 1.248660802841186523e+00 7.370039367675781250e+01 1.248660802841186523e+00 7.370038604736328125e+01
2.400000000000000000e+04 7.951900482177734375e+01 1.230495214462280273e+00 8.484610748291015625e+01 1.230495214462280273e+00 8.484610748291015625e+01
2.500000000000000000e+04 1.755567474365234375e+02 1.213369607925415039e+00 1.513363952636718750e+02 1.213369607925415039e+00 1.513363952636718750e+02
2.600000000000000000e+04 3.452899169921875000e+01 1.197613000869750977e+00 8.385562896728515625e+01 1.197613000869750977e+00 8.385562133789062500e+01
2.700000000000000000e+04 2.067542648315429688e+01 1.182243943214416504e+00 7.797753906250000000e+01 1.182243943214416504e+00 7.797754669189453125e+01
2.800000000000000000e+04 3.271862030029296875e+01 1.168931484222412109e+00 1.039416122436523438e+02 1.168931484222412109e+00 1.039416122436523438e+02
2.900000000000000000e+04 4.602202606201171875e+01 1.156466722488403320e+00 9.155783843994140625e+01 1.156466722488403320e+00 9.155784606933593750e+01
3.000000000000000000e+04 1.626627807617187500e+02 1.144480705261230469e+00 1.131591796875000000e+02 1.144480705261230469e+00 1.131591796875000000e+02
